source_id,ra,dec,parallax,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
4015042738059517568,185.36037227492417,30.642659469169146,83.4631594994889,13.4358,15.603663,12.084628,3.5190353
2080285727861817088,297.79001858504904,46.48457360658962,83.49395957331558,11.543919,13.152397,10.316981,2.8354158
4015042738059517440,185.36164355544952,30.642055780659078,83.50380208181748,13.3832445,15.49318,12.01974,3.4734402
898506097466756352,112.98899633165921,36.217950231456044,83.52137276007491,12.269101,,,
4364185165038935040,256.8480177069732,-5.97359242799324,83.58184320975984,16.966854,20.334425,15.308487,5.025938
4595127343251508992,262.8734755822196,27.355330103711275,83.6539942300634,16.806904,19.85239,15.240498,4.6118927
354077348697687424,35.56244783524825,47.880213287675296,83.66062193439063,8.636086,9.628431,7.647108,1.9813232
6539166877292779264,354.2244271769137,-36.480760835989614,83.67637554552375,12.240437,13.997558,10.972831,3.0247269
3838384617141390208,140.4513282977866,-2.328676307427825,83.67821563892144,11.036237,12.331319,9.911898,2.4194212
2979590513145784192,73.46015657149674,-17.776283502998492,83.68966533704628,9.938216,11.13577,8.850999,2.284771
3988689609004982912,165.660442631078,21.96690929052043,83.76419563486569,8.811089,9.819595,7.813904,2.0056915
4518262684390915200,282.47643022098663,18.67338861245908,83.78647818163225,12.531818,14.376879,11.237381,3.1394978
6517274496976569344,340.0810637443171,-49.517146869093644,83.85768795617837,13.1612015,15.210733,11.828575,3.3821583
883439489632629120,109.08221549977452,27.14164565299547,83.87595614967746,9.736692,11.084469,8.580641,2.503828
4430238051199001216,236.60988904592512,7.352758689332476,83.921443569609,4.246856,4.5703483,3.7878482,0.7825
6517274535632335872,340.08216256511923,-49.51636312272299,83.93672372025935,13.356599,15.499135,12.004172,3.4949627
3341624061123288448,83.71660430393523,13.87787924781139,83.9705585287,10.6154585,12.076758,9.428337,2.6484213
3310083401849536384,69.8813981708779,16.258397456266078,83.99483372701643,13.54909,15.779023,12.186499,3.5925245
1891598193816300544,331.7542260532072,25.34522096646813,84.00535559575758,3.6638713,3.9369972,3.2525146,0.6844826
1326893351115617024,251.6292959257543,34.580290245898446,84.0079414961219,14.285157,17.027956,12.85121,4.1767464
514923083669786112,30.394655289650444,63.769578629484386,84.05535611757442,9.9323845,11.259634,8.790385,2.4692488
732856080807636224,167.76369133153824,30.443892892292382,84.15535722299161,9.054922,10.193036,7.991128,2.201908
732857558276385664,167.7745997052698,30.445141490471975,84.17656725244895,7.7352266,8.5360565,6.8593717,1.6766849
1518564478676515712,189.11736017524785,35.19971562564376,84.22249346395863,12.246696,14.034217,10.972322,3.0618944
1251824607045654016,207.04869237692137,23.614073287892467,84.2246337028907,13.441506,15.620996,12.091246,3.5297508
2052891361294411520,289.74443824673165,38.72151454983126,84.24434883357806,14.468728,14.70764,14.069847,0.6377926
1071195187567668480,145.7067959092211,70.0382309918793,84.29833015982618,10.080184,11.482439,8.908713,2.5737257
1251824057289839744,207.00533857595104,23.58012342188568,84.31052432709014,15.338058,15.894626,14.625719,1.2689066
6137710099384586240,198.28274383514085,-41.5109360365971,84.31428584114606,11.401026,13.122433,10.143381,2.9790516
1071194431653425280,145.63642599574993,70.0326740617471,84.32808364905566,9.574072,10.847705,8.452195,2.3955097
6608187792013181312,339.6059287587044,-29.35802125906652,84.36745206683383,11.368919,12.876987,10.176345,2.7006426
6608187792013441792,339.60278048440296,-29.35505070160671,84.37829957485404,9.93711,11.168162,8.8355055,2.3326569
4269379774976572160,286.95038827170777,4.287781177750233,84.38761404741018,20.029032,,,
558611490995613056,30.47990733603085,73.54177186327202,84.39373746893237,13.167261,14.396111,11.130215,3.2658958
6118581861234228352,216.36501919485525,-36.841877719814676,84.42185654875391,18.956718,21.121119,17.394049,3.7270699
6885776098199761024,317.32587881622555,-13.31137231459359,84.44018320948496,10.027026,11.107968,8.992317,2.1156511
5866992641380992256,214.76617301528017,-59.38264069990895,84.60291005524316,6.354505,6.8676977,5.683081,1.1846166
1088813933689615872,113.60946222158073,62.940999988434626,84.70006581982092,9.652589,10.69761,8.641386,2.0562239
3460806448649173504,178.91497468580934,-37.46337796594098,84.7295814629436,17.651451,20.824032,16.080036,4.7439957
3100542495921276160,100.05875121900114,-5.875749795160788,84.79689812369861,9.310769,10.482492,8.232768,2.2497244
6887029163498137856,313.91378245728913,-14.037655663551345,84.85630425628715,11.062044,12.686952,9.825102,2.8618498
5032683355641241472,14.622927124027411,-27.858385088201203,84.97896047373257,10.572564,12.0326805,9.384145,2.6485357
4721111481504887040,43.10219643138415,-63.676991712882106,85.11684398839553,10.325339,11.642521,9.18859,2.4539309
3060641356390249728,112.19128658651584,-3.301647006516706,85.2176772433136,10.296098,11.681078,9.137914,2.5431643
1776317182780536064,332.87693362037527,18.426998565560215,85.405993274552,9.258272,10.469459,8.161534,2.3079243
1586968533015434624,225.23295712928606,45.427733172802014,85.4119444807103,8.467483,9.381575,7.5088906,1.872684
1182574753387703680,226.7214820355615,13.351625200859788,85.42497964479966,18.387333,21.648754,16.800066,4.848688
1586968533013974528,225.23315891676822,45.42719495066728,85.4272212919698,11.717453,,,
4822636399484228224,79.34425241093663,-35.36592307249036,85.45190598238578,10.348972,11.931643,9.120533,2.8111095
6213248060043565184,230.55627655949746,-27.825797312308065,85.47315562000797,11.938525,13.487446,10.730433,2.7570124
4763906879239461632,76.3774682786158,-57.47218051585344,85.52329311905011,4.550013,4.8318477,4.1229744,0.7088733
4763897739549071744,76.44711331099732,-57.553300885193075,85.53008720973203,8.285325,9.152507,7.3733926,1.7791142
5723739672264914176,127.13972607496012,-13.155389282912278,85.60140584357408,17.607431,20.728046,16.035357,4.69269
